index,age,euducation_level,job,marital,have_credit_card,have_housing_loan,have_personal_loan,connect_method,previous_connect_month,previous_connect_weekday,campaign_connect_times,after_campaign_connect_day,before_campaign_connect_times,last_campaign_outcomes,employment_rate,consumer_price_index,consumer_confidence_index,label
239,51,medium,employment,divorced,no,no,no,cellular,May,Tuesday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
240,52,medium,employment,divorced,unknown,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,1
241,22,high,employment,single,no,no,no,telephone,June,Friday,4,-1,0,nonexistent,61.4,94.465,-41.8,0
242,34,high,employment,single,no,yes,no,cellular,August,Thursday,8,5,2,success,57.1,92.201,-31.4,1
243,43,medium,employment,married,unknown,yes,no,cellular,July,Monday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
244,59,high,employment,married,no,no,yes,cellular,September,Wednesday,1,3,1,success,58.9,94.199,-37.5,1
245,28,medium,employment,single,no,no,no,cellular,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
246,53,medium,employment,married,unknown,yes,yes,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
247,55,medium,employment,married,no,no,no,telephone,May,Wednesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
248,38,medium,employment,single,no,no,yes,telephone,May,Thursday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
249,56,medium,employment,married,unknown,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
250,52,low,employment,married,no,yes,no,cellular,November,Tuesday,3,-1,1,failure,59.9,93.2,-42,0
251,50,medium,employment,married,unknown,yes,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
252,36,high,employment,single,no,yes,no,cellular,April,Thursday,4,-1,1,failure,58.2,93.075,-47.1,1
253,39,medium,employment,divorced,no,no,no,telephone,May,Friday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
254,28,medium,employment,single,no,yes,no,cellular,April,Friday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
255,58,high,employment,divorced,no,no,no,cellular,July,Monday,6,-1,0,nonexistent,61.4,93.918,-42.7,0
256,32,high,employment,married,no,no,yes,telephone,March,Wednesday,5,-1,0,nonexistent,58.2,92.843,-50,0
257,27,medium,employment,married,no,no,yes,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
258,29,high,employment,single,unknown,yes,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
259,25,high,employment,single,no,yes,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
260,45,low,employment,married,unknown,yes,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
261,34,high,employment,single,no,yes,no,telephone,August,Tuesday,1,-1,0,nonexistent,57.1,92.201,-31.4,1
262,56,high,employment,married,no,yes,no,cellular,November,Monday,1,-1,0,nonexistent,56.6,92.649,-30.1,0
263,28,high,employment,single,no,no,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
264,40,low,employment,married,no,yes,no,telephone,November,Thursday,2,-1,0,nonexistent,59.9,93.2,-42,0
265,33,medium,employment,divorced,no,yes,no,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
266,55,high,employment,single,unknown,yes,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
267,32,high,employment,married,no,yes,no,cellular,November,Friday,1,-1,0,nonexistent,59.9,93.2,-42,0
268,28,medium,employment,divorced,no,yes,yes,cellular,July,Tuesday,1,NULL,0,nonexistent,61.4,93.918,-42.7,0
269,32,high,employment,married,no,no,no,cellular,September,Monday,2,-1,0,nonexistent,58.9,94.199,-37.5,0
270,30,medium,employment,married,unknown,no,yes,cellular,August,Thursday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
271,46,medium,employment,married,unknown,yes,no,cellular,November,Thursday,3,-1,0,nonexistent,59.9,93.2,-42,0
272,31,medium,employment,married,unknown,no,no,telephone,May,Monday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
273,32,high,employment,single,no,no,no,cellular,May,Tuesday,6,-1,1,failure,58.2,92.893,-46.2,0
274,20,high,employment,single,no,yes,no,telephone,July,Friday,3,-1,2,failure,58.3,94.215,-40.3,1
275,43,medium,employment,single,unknown,no,yes,cellular,November,Friday,1,-1,0,nonexistent,59.9,93.2,-42,0
276,30,medium,employment,single,no,yes,no,cellular,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
277,40,medium,employment,single,unknown,yes,no,cellular,July,Monday,5,-1,0,nonexistent,61.4,93.918,-42.7,0
278,47,medium,employment,divorced,no,no,no,telephone,June,Thursday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
279,59,high,employment,divorced,unknown,yes,no,cellular,August,Wednesday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
280,27,medium,employment,single,no,no,no,telephone,June,Tuesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
281,88,low,retired,married,no,no,no,cellular,September,Monday,2,-1,0,nonexistent,58.9,94.199,-37.5,0
282,43,low,employment,married,no,no,no,cellular,April,Monday,2,-1,1,failure,58.2,93.075,-47.1,0
283,28,high,employment,single,no,yes,no,cellular,September,Monday,1,-1,0,nonexistent,56.6,92.379,-29.8,0
284,57,medium,employment,married,unknown,yes,no,telephone,November,Friday,1,-1,0,nonexistent,59.9,93.2,-42,0
285,66,low,retired,married,no,yes,no,cellular,April,Wednesday,11,-1,0,nonexistent,58.2,93.075,-47.1,1
286,32,medium,employment,married,no,no,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
287,48,medium,unemployed,single,no,yes,no,cellular,April,Thursday,1,-1,1,failure,58.2,93.075,-47.1,0
288,59,medium,retired,married,no,no,yes,telephone,June,Thursday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
289,60,high,retired,divorced,no,no,no,cellular,July,Monday,7,-1,0,nonexistent,61.4,93.918,-42.7,0
290,34,medium,employment,single,no,no,no,telephone,June,Thursday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
291,54,medium,employment,married,no,no,no,cellular,November,Tuesday,2,-1,1,failure,56.6,92.649,-30.1,1
292,42,medium,employment,married,no,yes,no,telephone,November,Monday,2,-1,1,failure,59.9,93.2,-42,0
293,57,high,employment,divorced,unknown,yes,yes,cellular,July,Tuesday,6,-1,0,nonexistent,61.4,93.918,-42.7,1
294,40,medium,employment,married,no,yes,no,cellular,November,Wednesday,1,-1,0,nonexistent,59.9,93.2,-42,0
295,35,high,employment,married,no,yes,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
296,56,low,employment,married,unknown,yes,no,telephone,May,Tuesday,10,-1,0,nonexistent,61.1,93.994,-36.4,0
297,30,medium,employment,single,no,yes,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
298,59,low,retired,married,no,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
299,39,high,employment,married,no,no,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
300,44,low,employment,married,no,no,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
301,52,medium,employment,married,unknown,yes,no,cellular,July,Tuesday,5,-1,1,nonexistent,61.4,93.918,-42.7,1
302,41,low,employment,single,no,unknown,unknown,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
303,45,high,employment,single,no,no,no,cellular,May,Friday,1,-1,1,failure,58.2,92.893,-46.2,0
304,58,medium,retired,married,no,yes,no,telephone,June,Thursday,2,-1,0,nonexistent,61.4,94.465,-41.8,1
305,39,medium,employment,divorced,no,yes,no,cellular,May,Thursday,7,-1,0,nonexistent,58.2,92.893,-46.2,0
306,59,high,employment,married,no,yes,yes,cellular,September,Friday,2,6,2,success,58.9,94.199,-37.5,1
307,57,low,employment,married,unknown,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
308,33,high,employment,married,unknown,no,no,cellular,August,Thursday,8,-1,0,nonexistent,61.4,93.444,-36.1,0
309,56,high,employment,married,no,yes,yes,cellular,June,Tuesday,1,-1,0,nonexistent,57.1,92.963,-40.8,0
310,37,medium,employment,married,no,yes,yes,cellular,July,Wednesday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
311,50,high,employment,married,unknown,yes,no,cellular,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
312,31,high,employment,single,no,yes,no,cellular,March,Monday,3,-1,0,nonexistent,58.2,92.843,-50,1
313,37,high,employment,married,unknown,yes,no,telephone,May,Monday,6,-1,0,nonexistent,61.1,93.994,-36.4,0
314,30,low,employment,single,unknown,no,no,telephone,June,Friday,22,-1,0,nonexistent,61.4,94.465,-41.8,0
315,37,low,employment,married,no,no,no,cellular,May,Tuesday,5,-1,0,nonexistent,58.2,92.893,-46.2,0
316,36,medium,employment,divorced,no,no,yes,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
317,73,high,retired,married,no,yes,no,cellular,March,Friday,1,-1,0,nonexistent,58.2,92.843,-50,1
318,44,medium,employment,married,no,yes,no,cellular,May,Friday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
319,43,low,employment,married,unknown,yes,yes,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
320,50,medium,employment,married,no,yes,no,telephone,November,Monday,2,-1,0,nonexistent,59.9,93.2,-42,0
321,38,medium,employment,married,no,yes,no,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
322,37,low,employment,divorced,unknown,yes,yes,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
323,36,medium,employment,married,no,no,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
324,25,high,employment,single,no,yes,no,cellular,May,Friday,7,-1,1,failure,58.2,92.893,-46.2,0
325,47,high,employment,divorced,unknown,yes,yes,cellular,August,Wednesday,9,-1,0,nonexistent,61.4,93.444,-36.1,0
326,46,high,employment,divorced,no,yes,no,telephone,June,Friday,12,-1,0,nonexistent,61.4,94.465,-41.8,0
327,47,high,employment,single,no,yes,no,cellular,November,Friday,3,-1,1,nonexistent,59.9,93.2,-42,1
328,58,high,employment,married,unknown,no,no,telephone,May,Thursday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
329,47,high,employment,married,no,yes,no,cellular,November,Friday,3,-1,0,nonexistent,59.9,93.2,-42,0
330,38,medium,employment,married,no,no,no,telephone,June,Friday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
331,52,high,employment,divorced,no,no,no,telephone,May,Tuesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
332,52,medium,employment,married,unknown,no,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
333,33,high,employment,married,no,yes,no,cellular,March,Wednesday,1,11,1,success,58.2,93.369,-34.8,0
334,46,medium,employment,married,unknown,no,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
335,43,high,employment,single,unknown,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
336,43,high,employment,married,no,yes,no,telephone,May,Wednesday,10,-1,0,nonexistent,61.1,93.994,-36.4,1
337,34,medium,employment,married,no,yes,no,cellular,May,Tuesday,1,3,2,success,58.2,92.893,-46.2,1
338,39,medium,employment,married,no,no,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
339,29,high,employment,single,unknown,no,no,cellular,August,Friday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
340,53,high,employment,married,no,yes,no,cellular,June,Monday,1,13,1,success,58.3,94.055,-39.8,1
341,52,high,employment,married,no,yes,no,cellular,June,Wednesday,2,-1,0,nonexistent,58.3,94.055,-39.8,0
342,27,medium,employment,single,no,yes,no,cellular,May,Friday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
343,37,medium,employment,single,no,yes,no,telephone,July,Monday,8,-1,0,nonexistent,61.4,93.918,-42.7,0
344,45,low,employment,married,unknown,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
345,50,high,employment,married,unknown,yes,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
346,33,high,employment,single,no,yes,no,cellular,April,Tuesday,3,-1,0,nonexistent,58.2,93.749,-34.6,1
347,49,high,employment,single,unknown,yes,no,telephone,June,Monday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
348,35,high,employment,divorced,no,no,yes,cellular,July,Tuesday,2,-1,0,nonexistent,61.4,93.918,-42.7,1
349,33,medium,employment,single,no,yes,no,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
350,27,high,employment,single,no,no,yes,telephone,June,Friday,4,-1,0,nonexistent,61.4,94.465,-41.8,0
351,48,low,employment,married,unknown,yes,yes,cellular,August,Thursday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
352,29,medium,employment,married,no,yes,no,cellular,July,Monday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
353,53,medium,employment,married,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
354,33,medium,employment,divorced,no,yes,no,telephone,June,Monday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
355,30,high,employment,single,no,yes,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
356,35,high,employment,single,no,yes,no,cellular,July,Friday,3,16,2,success,57.1,92.469,-33.6,1
357,65,low,employment,divorced,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,57.1,92.201,-31.4,0
358,31,medium,employment,married,no,no,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,1
359,34,high,employment,single,no,no,no,cellular,April,Thursday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
360,25,high,employment,single,no,yes,no,cellular,July,Monday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
361,38,medium,employment,single,no,yes,no,cellular,November,Tuesday,1,-1,0,nonexistent,59.9,93.2,-42,0
362,37,low,employment,married,no,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
363,38,low,employment,married,unknown,yes,no,telephone,May,Friday,5,-1,0,nonexistent,61.1,93.994,-36.4,0
364,28,medium,employment,married,no,no,no,cellular,June,Thursday,5,15,4,failure,58.3,94.055,-39.8,1
365,58,high,employment,married,no,no,no,cellular,May,Thursday,1,3,4,success,58.2,93.876,-40,1
366,38,high,employment,married,no,no,no,telephone,May,Wednesday,4,-1,0,nonexistent,61.1,93.994,-36.4,0
367,32,low,employment,married,unknown,no,no,cellular,July,Monday,4,-1,0,nonexistent,61.4,93.918,-42.7,1
368,28,high,employment,single,no,yes,no,cellular,May,Friday,4,-1,1,failure,58.2,92.893,-46.2,0
369,38,low,employment,married,unknown,yes,no,cellular,November,Friday,1,-1,0,nonexistent,59.9,93.2,-42,0
370,88,low,retired,married,no,yes,no,cellular,September,Monday,7,-1,0,nonexistent,58.9,94.199,-37.5,0
371,52,low,employment,married,no,no,no,cellular,April,Tuesday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
372,56,high,employment,married,no,no,no,cellular,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
373,35,medium,employment,married,no,no,no,cellular,May,Friday,6,-1,1,failure,58.2,92.893,-46.2,0
374,36,low,employment,single,no,yes,no,cellular,May,Wednesday,2,-1,1,failure,58.2,92.893,-46.2,0
375,29,high,employment,single,no,no,yes,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
376,37,high,employment,single,no,no,yes,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
377,38,high,employment,married,no,yes,no,telephone,June,Monday,2,-1,0,nonexistent,61.4,94.465,-41.8,1
378,50,medium,employment,married,no,yes,no,cellular,July,Friday,7,-1,0,nonexistent,61.4,93.918,-42.7,0
379,30,medium,employment,single,no,yes,no,cellular,May,Friday,3,-1,1,failure,58.2,92.893,-46.2,0
380,31,medium,employment,married,no,no,no,cellular,May,Friday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
381,53,medium,employment,married,unknown,no,no,telephone,June,Friday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
382,58,low,employment,married,unknown,no,no,cellular,May,Wednesday,2,-1,1,failure,58.2,92.893,-46.2,0
383,32,medium,employment,single,no,no,no,cellular,May,Wednesday,1,-1,0,nonexistent,58.2,92.893,-46.2,1
384,52,high,employment,married,no,no,no,cellular,May,Wednesday,3,-1,1,failure,58.2,92.893,-46.2,1
385,34,medium,employment,married,no,no,yes,cellular,April,Monday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
386,39,low,employment,married,no,yes,no,cellular,July,Thursday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
387,37,high,employment,single,no,no,no,cellular,April,Tuesday,3,-1,0,nonexistent,58.2,93.075,-47.1,0
388,37,high,employment,married,no,no,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
389,44,low,employment,married,no,yes,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,1
390,48,high,employment,married,no,no,no,telephone,June,Tuesday,6,-1,0,nonexistent,61.4,94.465,-41.8,0
391,29,medium,employment,divorced,no,yes,no,cellular,July,Wednesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
392,51,high,employment,divorced,no,no,yes,cellular,April,Monday,3,-1,0,nonexistent,58.2,93.075,-47.1,0
393,31,medium,employment,married,unknown,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
394,37,high,unemployed,married,unknown,unknown,unknown,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
395,37,medium,employment,married,no,no,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
396,32,high,employment,single,no,yes,yes,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,1
397,30,high,employment,married,no,no,no,telephone,May,Friday,4,-1,0,nonexistent,61.1,93.994,-36.4,0
398,31,high,employment,married,no,no,no,cellular,August,Thursday,1,-1,0,nonexistent,57.1,92.201,-31.4,0
399,45,high,employment,married,no,no,no,cellular,May,Thursday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
400,35,medium,employment,married,no,no,no,telephone,June,Friday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
401,30,medium,employment,single,no,yes,no,cellular,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
402,41,high,employment,divorced,no,no,no,cellular,September,Friday,5,3,3,success,58.9,94.199,-37.5,1
403,27,high,employment,single,no,no,no,cellular,June,Tuesday,2,3,3,success,58.3,94.055,-39.8,0
404,56,low,employment,divorced,unknown,no,yes,cellular,July,Monday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
405,30,medium,employment,married,unknown,yes,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
406,47,high,employment,divorced,no,yes,no,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
407,31,medium,employment,single,no,no,no,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
408,45,medium,employment,married,no,no,yes,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
409,30,high,employment,married,no,yes,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
410,42,high,employment,married,no,yes,no,cellular,November,Monday,1,-1,0,nonexistent,59.9,93.2,-42,0
411,38,high,employment,married,no,no,no,telephone,May,Monday,4,-1,0,nonexistent,61.1,93.994,-36.4,0
412,42,high,employment,divorced,no,yes,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
413,30,high,employment,single,no,yes,no,telephone,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
414,36,medium,employment,married,no,no,no,cellular,November,Tuesday,2,-1,1,failure,59.9,93.2,-42,0
415,34,high,unemployed,single,no,no,no,cellular,August,Wednesday,1,-1,0,nonexistent,57.1,92.201,-31.4,0
416,29,high,employment,single,no,yes,no,telephone,August,Thursday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
417,26,high,employment,married,no,no,no,telephone,June,Monday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
418,29,high,employment,married,no,yes,no,cellular,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
419,57,high,employment,married,no,yes,no,cellular,May,Friday,2,-1,0,nonexistent,58.2,92.893,-46.2,1
420,29,medium,employment,married,no,yes,no,cellular,November,Thursday,4,-1,0,nonexistent,59.9,93.2,-42,0
421,24,high,employment,married,no,no,no,cellular,July,Tuesday,8,-1,0,nonexistent,61.4,93.918,-42.7,0
422,34,medium,employment,married,no,yes,no,cellular,August,Thursday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
423,33,high,employment,married,no,yes,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
424,40,medium,employment,single,unknown,no,no,cellular,May,Friday,1,-1,1,failure,58.2,92.893,-46.2,0
425,28,low,employment,single,no,no,no,cellular,May,Thursday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
426,30,high,employment,married,no,unknown,unknown,cellular,April,Thursday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
427,30,high,employment,married,no,yes,no,telephone,July,Thursday,27,-1,0,nonexistent,61.4,93.918,-42.7,0
428,60,low,retired,divorced,no,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,1
429,59,high,employment,married,unknown,no,no,cellular,July,Thursday,10,-1,0,nonexistent,61.4,93.918,-42.7,0
430,36,medium,employment,divorced,no,no,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
431,40,high,employment,married,no,no,no,cellular,July,Monday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
432,53,medium,retired,married,no,yes,no,cellular,July,Friday,7,-1,0,nonexistent,61.4,93.918,-42.7,0
